"order_id","item_id","customer_id","discount","order_date","rk"
1405,1,100,0.1,"2018-02-25",1
448,2,101,0.05,"2016-09-21",1
448,1,101,0.05,"2016-09-21",1
588,1,102,0.07,"2016-12-06",1
588,2,102,0.2,"2016-12-06",1
401,1,103,0.2,"2016-08-30",1
401,2,103,0.2,"2016-08-30",1
554,1,104,0.07,"2016-11-13",1
554,2,104,0.05,"2016-11-13",1
554,3,104,0.2,"2016-11-13",1
1579,1,104,0.05,"2018-04-24",2
1579,2,104,0.1,"2018-04-24",2
1579,3,104,0.07,"2018-04-24",2
1579,4,104,0.1,"2018-04-24",2
207,4,105,0.1,"2016-05-05",1
207,3,105,0.07,"2016-05-05",1
207,2,105,0.05,"2016-05-05",1
207,1,105,0.2,"2016-05-05",1
1066,3,106,0.1,"2017-08-17",1
1066,2,106,0.1,"2017-08-17",1
1066,1,106,0.05,"2017-08-17",1
258,1,107,0.05,"2016-06-06",1
258,4,107,0.05,"2016-06-06",1
258,3,107,0.07,"2016-06-06",1
258,2,107,0.07,"2016-06-06",1
1297,2,108,0.05,"2017-12-14",1
1297,3,108,0.05,"2017-12-14",1
1297,1,108,0.07,"2017-12-14",1
1411,1,109,0.1,"2018-03-01",1
1411,2,109,0.2,"2018-03-01",1
1584,1,109,0.1,"2018-04-26",2
1584,5,109,0.07,"2018-04-26",2
1584,2,109,0.1,"2018-04-26",2
1584,3,109,0.2,"2018-04-26",2
1584,4,109,0.1,"2018-04-26",2
1252,3,110,0.05,"2017-11-18",1
1252,2,110,0.2,"2017-11-18",1
1252,1,110,0.2,"2017-11-18",1
1530,1,110,0.1,"2018-04-13",2
1530,2,110,0.1,"2018-04-13",2
516,1,111,0.05,"2016-10-21",1
516,2,111,0.1,"2016-10-21",1
1475,4,112,0.2,"2018-03-30",1
1475,2,112,0.07,"2018-03-30",1
1475,1,112,0.05,"2018-03-30",1
1475,3,112,0.05,"2018-03-30",1
1264,1,113,0.07,"2017-11-24",1
1264,2,113,0.07,"2017-11-24",1
1264,3,113,0.2,"2017-11-24",1
1264,4,113,0.05,"2017-11-24",1
1472,2,114,0.2,"2018-03-29",1
1472,1,114,0.2,"2018-03-29",1
1370,1,115,0.07,"2018-01-28",1
1370,2,115,0.1,"2018-01-28",1
1370,3,115,0.2,"2018-01-28",1
1370,4,115,0.1,"2018-01-28",1
531,1,116,0.2,"2016-10-28",1
531,2,116,0.2,"2016-10-28",1
531,3,116,0.07,"2016-10-28",1
1047,1,116,0.1,"2017-08-08",2
1047,2,116,0.2,"2017-08-08",2
1047,3,116,0.05,"2017-08-08",2
1047,4,116,0.05,"2017-08-08",2
1539,1,116,0.05,"2018-04-15",3
1539,2,116,0.05,"2018-04-15",3
158,1,117,0.1,"2016-04-04",1
173,1,117,0.05,"2016-04-11",2
173,2,117,0.2,"2016-04-11",2
173,3,117,0.05,"2016-04-11",2
617,1,118,0.2,"2016-12-21",1
617,2,118,0.07,"2016-12-21",1
741,3,119,0.07,"2017-02-28",1
741,4,119,0.05,"2017-02-28",1
741,1,119,0.05,"2017-02-28",1
741,2,119,0.07,"2017-02-28",1
1606,2,119,0.1,"2018-07-10",2
1606,1,119,0.1,"2018-07-10",2
907,1,120,0.07,"2017-05-24",1
907,2,120,0.07,"2017-05-24",1
1499,5,120,0.1,"2018-04-06",2
1499,4,120,0.05,"2018-04-06",2
1499,3,120,0.05,"2018-04-06",2
1499,2,120,0.07,"2018-04-06",2
1499,1,120,0.05,"2018-04-06",2
177,1,121,0.1,"2016-04-16",1
1557,1,121,0.07,"2018-04-19",2
1364,3,122,0.1,"2018-01-25",1
1364,2,122,0.1,"2018-01-25",1
1364,1,122,0.07,"2018-01-25",1
1364,4,122,0.07,"2018-01-25",1
1280,4,123,0.2,"2017-12-01",1
1280,1,123,0.07,"2017-12-01",1
1280,2,123,0.05,"2017-12-01",1
1280,3,123,0.07,"2017-12-01",1
1605,4,123,0.1,"2018-07-01",2
1605,1,123,0.1,"2018-07-01",2
1605,2,123,0.2,"2018-07-01",2
1605,3,123,0.1,"2018-07-01",2
1605,5,123,0.07,"2018-07-01",2
738,1,124,0.07,"2017-02-28",1
738,2,124,0.2,"2017-02-28",1
738,3,124,0.1,"2017-02-28",1
738,4,124,0.07,"2017-02-28",1
1574,1,124,0.1,"2018-04-23",2
1021,1,125,0.07,"2017-07-23",1
1021,2,125,0.07,"2017-07-23",1
1425,5,126,0.07,"2018-03-07",1
1425,4,126,0.05,"2018-03-07",1
1425,3,126,0.07,"2018-03-07",1
1425,2,126,0.07,"2018-03-07",1
1425,1,126,0.05,"2018-03-07",1
197,1,127,0.2,"2016-04-30",1
197,2,127,0.07,"2016-04-30",1
1284,1,128,0.07,"2017-12-04",1
1284,2,128,0.05,"2017-12-04",1
1284,3,128,0.05,"2017-12-04",1
938,2,129,0.05,"2017-06-11",1
938,1,129,0.05,"2017-06-11",1
626,1,130,0.2,"2016-12-25",1
618,2,131,0.07,"2016-12-21",1
618,1,131,0.1,"2016-12-21",1
372,3,132,0.1,"2016-08-16",1
372,2,132,0.1,"2016-08-16",1
372,1,132,0.05,"2016-08-16",1
287,4,133,0.05,"2016-06-25",1
287,3,133,0.05,"2016-06-25",1
287,2,133,0.05,"2016-06-25",1
287,1,133,0.2,"2016-06-25",1
184,3,134,0.1,"2016-04-19",1
184,2,134,0.1,"2016-04-19",1
184,1,134,0.2,"2016-04-19",1
770,1,135,0.05,"2017-03-09",1
770,2,135,0.2,"2017-03-09",1
770,3,135,0.2,"2017-03-09",1
770,4,135,0.05,"2017-03-09",1
1614,1,135,0.07,"2018-11-28",2
1614,2,135,0.07,"2018-11-28",2
1614,3,135,0.2,"2018-11-28",2
1346,1,136,0.05,"2018-01-14",1
1346,2,136,0.05,"2018-01-14",1
1346,3,136,0.05,"2018-01-14",1
1346,4,136,0.1,"2018-01-14",1
1346,5,136,0.2,"2018-01-14",1
1615,3,136,0.2,"2018-12-28",2
1615,1,136,0.2,"2018-12-28",2
1615,2,136,0.07,"2018-12-28",2
743,1,137,0.05,"2017-03-01",1
944,1,138,0.07,"2017-06-14",1
944,2,138,0.1,"2017-06-14",1
944,3,138,0.2,"2017-06-14",1
944,5,138,0.07,"2017-06-14",1
944,4,138,0.2,"2017-06-14",1
1590,3,138,0.07,"2018-04-27",2
1590,2,138,0.2,"2018-04-27",2
1590,1,138,0.07,"2018-04-27",2
1461,2,139,0.2,"2018-03-22",1
1461,1,139,0.2,"2018-03-22",1
1055,4,140,0.1,"2017-08-12",1
1055,1,140,0.07,"2017-08-12",1
1055,2,140,0.2,"2017-08-12",1
1055,3,140,0.1,"2017-08-12",1
1055,5,140,0.2,"2017-08-12",1
766,1,141,0.2,"2017-03-09",1
950,1,142,0.05,"2017-06-16",1
1121,1,143,0.1,"2017-09-11",1
1121,2,143,0.05,"2017-09-11",1
395,1,144,0.05,"2016-08-26",1
249,1,145,0.05,"2016-06-01",1
249,3,145,0.1,"2016-06-01",1
249,2,145,0.05,"2016-06-01",1
1399,4,146,0.05,"2018-02-16",1
1399,1,146,0.2,"2018-02-16",1
1399,3,146,0.07,"2018-02-16",1
1399,2,146,0.05,"2018-02-16",1
732,2,147,0.07,"2017-02-26",1
732,1,147,0.07,"2017-02-26",1
500,1,148,0.05,"2016-10-11",1
500,2,148,0.2,"2016-10-11",1
439,2,149,0.05,"2016-09-17",1
439,1,149,0.07,"2016-09-17",1
250,2,150,0.1,"2016-06-01",1
250,1,150,0.05,"2016-06-01",1
60,4,151,0.2,"2016-02-06",1
60,3,151,0.07,"2016-02-06",1
60,2,151,0.1,"2016-02-06",1
60,1,151,0.05,"2016-02-06",1
1500,1,151,0.07,"2018-04-06",2
1500,2,151,0.07,"2018-04-06",2
1467,3,152,0.1,"2018-03-26",1
1467,2,152,0.2,"2018-03-26",1
1467,1,152,0.07,"2018-03-26",1
429,2,153,0.1,"2016-09-10",1
429,3,153,0.05,"2016-09-10",1
429,5,153,0.1,"2016-09-10",1
429,4,153,0.07,"2016-09-10",1
429,1,153,0.2,"2016-09-10",1
810,4,153,0.2,"2017-04-01",2
810,3,153,0.05,"2017-04-01",2
810,2,153,0.2,"2017-04-01",2
810,1,153,0.05,"2017-04-01",2
796,1,154,0.2,"2017-03-23",1
513,1,155,0.07,"2016-10-19",1
513,2,155,0.2,"2016-10-19",1
513,3,155,0.07,"2016-10-19",1
308,1,156,0.1,"2016-07-11",1
308,2,156,0.2,"2016-07-11",1
308,3,156,0.2,"2016-07-11",1
224,2,157,0.1,"2016-05-17",1
224,4,157,0.05,"2016-05-17",1
224,1,157,0.07,"2016-05-17",1
224,3,157,0.2,"2016-05-17",1
1585,1,157,0.1,"2018-04-26",2
1585,2,157,0.1,"2018-04-26",2
1585,3,157,0.07,"2018-04-26",2
1585,4,157,0.1,"2018-04-26",2
1585,5,157,0.1,"2018-04-26",2
291,1,158,0.05,"2016-06-29",1
291,2,158,0.07,"2016-06-29",1
282,2,159,0.07,"2016-06-22",1
282,1,159,0.07,"2016-06-22",1
282,3,159,0.05,"2016-06-22",1
282,4,159,0.07,"2016-06-22",1
579,1,160,0.05,"2016-11-27",1
579,2,160,0.2,"2016-11-27",1
1030,2,161,0.1,"2017-07-29",1
1030,1,161,0.05,"2017-07-29",1
1030,3,161,0.1,"2017-07-29",1
858,1,162,0.2,"2017-04-25",1
858,4,162,0.07,"2017-04-25",1
858,3,162,0.07,"2017-04-25",1
858,2,162,0.2,"2017-04-25",1
632,1,163,0.2,"2016-12-27",1
632,4,163,0.05,"2016-12-27",1
632,5,163,0.1,"2016-12-27",1
632,3,163,0.07,"2016-12-27",1
632,2,163,0.1,"2016-12-27",1
37,1,164,0.05,"2016-01-25",1
1275,2,165,0.1,"2017-11-29",1
1275,1,165,0.07,"2017-11-29",1
1591,3,165,0.07,"2018-04-27",2
1591,4,165,0.05,"2018-04-27",2
1591,5,165,0.2,"2018-04-27",2
1591,1,165,0.2,"2018-04-27",2
1591,2,165,0.2,"2018-04-27",2
744,1,166,0.2,"2017-03-01",1
945,1,167,0.05,"2017-06-14",1
945,2,167,0.2,"2017-06-14",1
945,3,167,0.05,"2017-06-14",1
945,4,167,0.1,"2017-06-14",1
945,5,167,0.05,"2017-06-14",1
1017,4,168,0.2,"2017-07-20",1
1017,3,168,0.2,"2017-07-20",1
1017,5,168,0.1,"2017-07-20",1
1017,1,168,0.07,"2017-07-20",1
1017,2,168,0.2,"2017-07-20",1
432,1,169,0.2,"2016-09-12",1
432,2,169,0.05,"2016-09-12",1
1547,1,169,0.2,"2018-04-17",2
1547,2,169,0.2,"2018-04-17",2
142,1,170,0.1,"2016-03-26",1
142,3,170,0.07,"2016-03-26",1
142,2,170,0.1,"2016-03-26",1
1548,3,170,0.2,"2018-04-17",2
1548,2,170,0.07,"2018-04-17",2
1548,1,170,0.1,"2018-04-17",2
890,3,171,0.05,"2017-05-15",1
890,5,171,0.1,"2017-05-15",1
890,2,171,0.1,"2017-05-15",1
890,1,171,0.1,"2017-05-15",1
890,4,171,0.1,"2017-05-15",1
987,1,172,0.1,"2017-07-02",1
987,2,172,0.2,"2017-07-02",1
987,3,172,0.07,"2017-07-02",1
1554,1,172,0.05,"2018-04-18",2
1554,2,172,0.2,"2018-04-18",2
712,1,173,0.2,"2017-02-13",1
712,5,173,0.05,"2017-02-13",1
712,4,173,0.2,"2017-02-13",1
712,3,173,0.2,"2017-02-13",1
712,2,173,0.1,"2017-02-13",1
1013,1,174,0.05,"2017-07-19",1
4,1,175,0.1,"2016-01-03",1
1518,1,175,0.1,"2018-04-11",2
1518,3,175,0.05,"2018-04-11",2
1518,2,175,0.05,"2018-04-11",2
392,2,176,0.05,"2016-08-23",1
392,1,176,0.1,"2016-08-23",1
1586,5,176,0.1,"2018-04-26",2
1586,4,176,0.2,"2018-04-26",2
1586,3,176,0.05,"2018-04-26",2
1586,2,176,0.07,"2018-04-26",2
1586,1,176,0.1,"2018-04-26",2
854,1,177,0.1,"2017-04-22",1
572,2,178,0.1,"2016-11-24",1
572,3,178,0.2,"2016-11-24",1
572,1,178,0.05,"2016-11-24",1
903,1,179,0.07,"2017-05-22",1
903,2,179,0.05,"2017-05-22",1
1477,1,180,0.2,"2018-03-31",1
283,2,181,0.2,"2016-06-23",1
283,1,181,0.05,"2016-06-23",1
1488,2,181,0.07,"2018-04-03",2
1488,1,181,0.07,"2018-04-03",2
1060,3,182,0.1,"2017-08-15",1
1060,2,182,0.07,"2017-08-15",1
1060,1,182,0.07,"2017-08-15",1
1060,4,182,0.05,"2017-08-15",1
187,1,183,0.05,"2016-04-22",1
736,2,184,0.1,"2017-02-27",1
736,1,184,0.05,"2017-02-27",1
736,3,184,0.2,"2017-02-27",1
1045,1,185,0.05,"2017-08-07",1
1045,2,185,0.05,"2017-08-07",1
1191,2,186,0.1,"2017-10-17",1
1191,1,186,0.1,"2017-10-17",1
1191,3,186,0.07,"2017-10-17",1
362,1,187,0.07,"2016-08-09",1
1540,1,187,0.05,"2018-04-16",2
1540,2,187,0.07,"2018-04-16",2
1540,3,187,0.05,"2018-04-16",2
1540,4,187,0.05,"2018-04-16",2
1540,5,187,0.2,"2018-04-16",2
909,1,188,0.2,"2017-05-26",1
1581,1,188,0.1,"2018-04-25",2
1581,2,188,0.2,"2018-04-25",2
1054,2,189,0.05,"2017-08-11",1
1054,1,189,0.1,"2017-08-11",1
651,1,190,0.1,"2017-01-11",1
651,2,190,0.05,"2017-01-11",1
651,3,190,0.05,"2017-01-11",1
651,4,190,0.05,"2017-01-11",1
492,3,191,0.05,"2016-10-09",1
492,2,191,0.1,"2016-10-09",1
492,1,191,0.1,"2016-10-09",1
1580,2,191,0.2,"2018-04-24",2
1580,1,191,0.07,"2018-04-24",2
1194,1,192,0.05,"2017-10-19",1
1194,2,192,0.07,"2017-10-19",1
1194,3,192,0.1,"2017-10-19",1
1194,4,192,0.05,"2017-10-19",1
1568,2,192,0.07,"2018-04-21",2
1568,3,192,0.1,"2018-04-21",2
1568,1,192,0.2,"2018-04-21",2
496,3,193,0.2,"2016-10-10",1
496,2,193,0.1,"2016-10-10",1
496,1,193,0.2,"2016-10-10",1
1049,1,194,0.1,"2017-08-09",1
1049,5,194,0.05,"2017-08-09",1
1049,3,194,0.1,"2017-08-09",1
1049,2,194,0.05,"2017-08-09",1
1049,4,194,0.07,"2017-08-09",1
1489,3,194,0.1,"2018-04-03",2
1489,2,194,0.2,"2018-04-03",2
1489,1,194,0.2,"2018-04-03",2
1428,2,195,0.07,"2018-03-08",1
1428,5,195,0.2,"2018-03-08",1
1428,3,195,0.07,"2018-03-08",1
1428,1,195,0.2,"2018-03-08",1
1428,4,195,0.1,"2018-03-08",1
882,2,196,0.2,"2017-05-09",1
882,3,196,0.07,"2017-05-09",1
882,1,196,0.07,"2017-05-09",1
458,1,197,0.2,"2016-09-25",1
458,2,197,0.07,"2016-09-25",1
458,3,197,0.1,"2016-09-25",1
458,4,197,0.2,"2016-09-25",1
458,5,197,0.2,"2016-09-25",1
1063,3,198,0.2,"2017-08-16",1
1063,2,198,0.07,"2017-08-16",1
1063,1,198,0.1,"2017-08-16",1
382,3,199,0.07,"2016-08-20",1
382,2,199,0.1,"2016-08-20",1
382,1,199,0.1,"2016-08-20",1
719,1,200,0.2,"2017-02-16",1
1201,3,201,0.2,"2017-10-23",1
1201,1,201,0.07,"2017-10-23",1
1201,5,201,0.2,"2017-10-23",1
1201,2,201,0.05,"2017-10-23",1
1201,4,201,0.05,"2017-10-23",1
290,1,202,0.07,"2016-06-28",1
290,2,202,0.07,"2016-06-28",1
290,3,202,0.1,"2016-06-28",1
1333,3,203,0.1,"2018-01-06",1
1333,4,203,0.05,"2018-01-06",1
1333,5,203,0.1,"2018-01-06",1
1333,2,203,0.1,"2018-01-06",1
1333,1,203,0.05,"2018-01-06",1
97,3,204,0.2,"2016-02-28",1
97,1,204,0.2,"2016-02-28",1
97,4,204,0.1,"2016-02-28",1
97,2,204,0.07,"2016-02-28",1
160,1,205,0.07,"2016-04-04",1
160,4,205,0.05,"2016-04-04",1
160,3,205,0.1,"2016-04-04",1
160,2,205,0.07,"2016-04-04",1
236,3,206,0.1,"2016-05-25",1
236,2,206,0.1,"2016-05-25",1
236,1,206,0.07,"2016-05-25",1
713,1,207,0.2,"2017-02-13",1
713,2,207,0.1,"2017-02-13",1
713,3,207,0.07,"2017-02-13",1
713,4,207,0.07,"2017-02-13",1
62,1,208,0.07,"2016-02-07",1
62,2,208,0.1,"2016-02-07",1
62,3,208,0.1,"2016-02-07",1
1503,2,208,0.05,"2018-04-07",2
1503,1,208,0.1,"2018-04-07",2
1051,1,209,0.2,"2017-08-10",1
1235,1,210,0.1,"2017-11-07",1
309,2,211,0.05,"2016-07-11",1
309,1,211,0.05,"2016-07-11",1
555,1,212,0.2,"2016-11-13",1
555,2,212,0.1,"2016-11-13",1
555,3,212,0.07,"2016-11-13",1
1212,3,213,0.05,"2017-10-27",1
1212,4,213,0.07,"2017-10-27",1
1212,1,213,0.1,"2017-10-27",1
1212,2,213,0.07,"2017-10-27",1
879,3,214,0.2,"2017-05-08",1
879,2,214,0.07,"2017-05-08",1
879,1,214,0.2,"2017-05-08",1
879,4,214,0.07,"2017-05-08",1
915,2,215,0.07,"2017-05-28",1
915,1,215,0.05,"2017-05-28",1
915,3,215,0.2,"2017-05-28",1
915,4,215,0.07,"2017-05-28",1
1183,1,216,0.2,"2017-10-14",1
1183,2,216,0.2,"2017-10-14",1
1183,3,216,0.05,"2017-10-14",1
1321,1,217,0.1,"2017-12-30",1
1321,2,217,0.1,"2017-12-30",1
1321,3,217,0.1,"2017-12-30",1
1490,3,217,0.05,"2018-04-03",2
1490,2,217,0.1,"2018-04-03",2
1490,1,217,0.1,"2018-04-03",2
95,1,218,0.2,"2016-02-27",1
95,4,218,0.05,"2016-02-27",1
95,3,218,0.2,"2016-02-27",1
95,2,218,0.1,"2016-02-27",1
998,1,219,0.05,"2017-07-12",1
998,2,219,0.2,"2017-07-12",1
1086,1,220,0.07,"2017-08-21",1
1086,2,220,0.1,"2017-08-21",1
1086,3,220,0.05,"2017-08-21",1
1086,4,220,0.07,"2017-08-21",1
1086,5,220,0.2,"2017-08-21",1
819,1,221,0.2,"2017-04-04",1
1206,2,222,0.2,"2017-10-26",1
1206,1,222,0.07,"2017-10-26",1
245,2,223,0.1,"2016-05-29",1
245,1,223,0.05,"2016-05-29",1
878,4,224,0.05,"2017-05-07",1
878,1,224,0.2,"2017-05-07",1
878,2,224,0.1,"2017-05-07",1
878,3,224,0.2,"2017-05-07",1
1575,1,224,0.07,"2018-04-23",2
1575,2,224,0.1,"2018-04-23",2
1575,3,224,0.07,"2018-04-23",2
1575,4,224,0.05,"2018-04-23",2
1575,5,224,0.2,"2018-04-23",2
1067,4,225,0.2,"2017-08-17",1
1067,2,225,0.2,"2017-08-17",1
1067,3,225,0.1,"2017-08-17",1
1067,1,225,0.07,"2017-08-17",1
1226,4,226,0.07,"2017-11-04",1
1226,3,226,0.07,"2017-11-04",1
1226,5,226,0.1,"2017-11-04",1
1226,1,226,0.05,"2017-11-04",1
1226,2,226,0.2,"2017-11-04",1
1277,5,227,0.2,"2017-12-01",1
1277,3,227,0.1,"2017-12-01",1
1277,4,227,0.1,"2017-12-01",1
1277,1,227,0.2,"2017-12-01",1
1277,2,227,0.05,"2017-12-01",1
1448,1,228,0.1,"2018-03-18",1
1195,1,229,0.07,"2017-10-19",1
304,1,230,0.05,"2016-07-07",1
304,2,230,0.1,"2016-07-07",1
304,3,230,0.1,"2016-07-07",1
1296,1,231,0.05,"2017-12-14",1
1296,2,231,0.1,"2017-12-14",1
1296,3,231,0.05,"2017-12-14",1
1296,4,231,0.1,"2017-12-14",1
1587,1,231,0.1,"2018-04-26",2
1587,2,231,0.05,"2018-04-26",2
1587,3,231,0.05,"2018-04-26",2
1587,4,231,0.07,"2018-04-26",2
750,2,232,0.1,"2017-03-04",1
750,1,232,0.05,"2017-03-04",1
926,1,233,0.2,"2017-06-03",1
1531,1,233,0.1,"2018-04-13",2
806,5,234,0.07,"2017-03-30",1
806,3,234,0.1,"2017-03-30",1
806,2,234,0.2,"2017-03-30",1
806,1,234,0.1,"2017-03-30",1
806,4,234,0.2,"2017-03-30",1
509,2,235,0.05,"2016-10-16",1
509,1,235,0.2,"2016-10-16",1
33,1,236,0.07,"2016-01-21",1
33,2,236,0.1,"2016-01-21",1
171,1,237,0.05,"2016-04-11",1
1504,1,237,0.07,"2018-04-08",2
973,1,238,0.1,"2017-06-24",1
973,2,238,0.1,"2017-06-24",1
973,3,238,0.05,"2017-06-24",1
973,4,238,0.07,"2017-06-24",1
1050,4,239,0.2,"2017-08-09",1
1050,3,239,0.2,"2017-08-09",1
1050,2,239,0.1,"2017-08-09",1
1050,1,239,0.07,"2017-08-09",1
1598,3,239,0.2,"2018-04-29",2
1598,2,239,0.07,"2018-04-29",2
1598,1,239,0.2,"2018-04-29",2
421,1,240,0.07,"2016-09-05",1
421,2,240,0.2,"2016-09-05",1
421,3,240,0.2,"2016-09-05",1
421,4,240,0.07,"2016-09-05",1
421,5,240,0.2,"2016-09-05",1
1582,1,240,0.07,"2018-04-25",2
1582,2,240,0.07,"2018-04-25",2
475,3,241,0.2,"2016-10-01",1
475,1,241,0.07,"2016-10-01",1
475,2,241,0.2,"2016-10-01",1
918,3,242,0.07,"2017-05-30",1
918,2,242,0.1,"2017-05-30",1
918,1,242,0.2,"2017-05-30",1
1236,1,243,0.07,"2017-11-08",1
1236,2,243,0.05,"2017-11-08",1
1236,3,243,0.1,"2017-11-08",1
1320,3,244,0.2,"2017-12-28",1
1320,2,244,0.05,"2017-12-28",1
1320,1,244,0.1,"2017-12-28",1
680,3,245,0.07,"2017-01-29",1
680,2,245,0.2,"2017-01-29",1
680,1,245,0.05,"2017-01-29",1
828,3,246,0.07,"2017-04-09",1
828,2,246,0.2,"2017-04-09",1
828,1,246,0.2,"2017-04-09",1
1347,1,247,0.07,"2018-01-15",1
1347,2,247,0.05,"2018-01-15",1
969,1,248,0.2,"2017-06-21",1
969,2,248,0.1,"2017-06-21",1
786,1,249,0.05,"2017-03-18",1
678,2,250,0.07,"2017-01-28",1
678,1,250,0.05,"2017-01-28",1
161,3,251,0.05,"2016-04-04",1
161,1,251,0.07,"2016-04-04",1
161,2,251,0.05,"2016-04-04",1
28,4,252,0.05,"2016-01-19",1
28,2,252,0.2,"2016-01-19",1
28,1,252,0.05,"2016-01-19",1
28,3,252,0.1,"2016-01-19",1
1358,1,253,0.2,"2018-01-21",1
1138,1,254,0.05,"2017-09-21",1
1138,2,254,0.05,"2017-09-21",1
1138,3,254,0.1,"2017-09-21",1
749,5,255,0.07,"2017-03-04",1
749,4,255,0.05,"2017-03-04",1
749,3,255,0.2,"2017-03-04",1
749,2,255,0.05,"2017-03-04",1
749,1,255,0.2,"2017-03-04",1
1332,1,256,0.2,"2018-01-06",1
1332,2,256,0.05,"2018-01-06",1
1332,3,256,0.07,"2018-01-06",1
1332,4,256,0.1,"2018-01-06",1
1305,2,257,0.07,"2017-12-17",1
1305,4,257,0.05,"2017-12-17",1
1305,3,257,0.05,"2017-12-17",1
1305,1,257,0.2,"2017-12-17",1
14,1,258,0.07,"2016-01-09",1
1,1,259,0.2,"2016-01-01",1
1,2,259,0.07,"2016-01-01",1
1,4,259,0.05,"2016-01-01",1
1,5,259,0.2,"2016-01-01",1
1,3,259,0.05,"2016-01-01",1
499,4,260,0.1,"2016-10-11",1
499,3,260,0.2,"2016-10-11",1
499,2,260,0.07,"2016-10-11",1
499,1,260,0.2,"2016-10-11",1
411,1,261,0.07,"2016-09-02",1
411,2,261,0.05,"2016-09-02",1
1285,4,262,0.1,"2017-12-04",1
1285,1,262,0.07,"2017-12-04",1
1285,2,262,0.1,"2017-12-04",1
1285,3,262,0.2,"2017-12-04",1
1438,5,263,0.07,"2018-03-15",1
1438,4,263,0.1,"2018-03-15",1
1438,3,263,0.05,"2018-03-15",1
1438,2,263,0.2,"2018-03-15",1
1438,1,263,0.2,"2018-03-15",1
74,1,264,0.05,"2016-02-13",1
74,2,264,0.07,"2016-02-13",1
936,2,265,0.07,"2017-06-10",1
936,1,265,0.1,"2017-06-10",1
1005,3,266,0.1,"2017-07-15",1
1005,2,266,0.1,"2017-07-15",1
1005,1,266,0.2,"2017-07-15",1
216,2,267,0.05,"2016-05-11",1
216,1,267,0.1,"2016-05-11",1
1104,4,268,0.07,"2017-09-01",1
1104,3,268,0.07,"2017-09-01",1
1104,2,268,0.1,"2017-09-01",1
1104,1,268,0.1,"2017-09-01",1
1197,3,269,0.05,"2017-10-21",1
1197,2,269,0.05,"2017-10-21",1
1197,4,269,0.2,"2017-10-21",1
1197,1,269,0.07,"2017-10-21",1
972,1,270,0.2,"2017-06-23",1
972,2,270,0.07,"2017-06-23",1
101,1,271,0.2,"2016-03-01",1
430,5,272,0.2,"2016-09-11",1
430,4,272,0.2,"2016-09-11",1
430,3,272,0.2,"2016-09-11",1
430,2,272,0.07,"2016-09-11",1
430,1,272,0.1,"2016-09-11",1
1323,3,273,0.05,"2017-12-31",1
1323,2,273,0.05,"2017-12-31",1
1323,1,273,0.07,"2017-12-31",1
329,5,274,0.05,"2016-07-24",1
329,3,274,0.2,"2016-07-24",1
329,2,274,0.05,"2016-07-24",1
329,1,274,0.07,"2016-07-24",1
329,4,274,0.07,"2016-07-24",1
1124,1,275,0.1,"2017-09-13",1
1124,2,275,0.1,"2017-09-13",1
1124,3,275,0.07,"2017-09-13",1
1124,4,275,0.05,"2017-09-13",1
1124,5,275,0.05,"2017-09-13",1
86,1,276,0.1,"2016-02-21",1
86,4,276,0.1,"2016-02-21",1
86,3,276,0.2,"2016-02-21",1
86,2,276,0.07,"2016-02-21",1
61,1,277,0.1,"2016-02-06",1
61,2,277,0.05,"2016-02-06",1
61,3,277,0.2,"2016-02-06",1
947,1,278,0.05,"2017-06-15",1
947,2,278,0.07,"2017-06-15",1
947,3,278,0.07,"2017-06-15",1
1287,1,279,0.2,"2017-12-07",1
1287,4,279,0.05,"2017-12-07",1
1287,3,279,0.1,"2017-12-07",1
1287,2,279,0.1,"2017-12-07",1
201,4,280,0.05,"2016-05-01",1
201,3,280,0.1,"2016-05-01",1
201,2,280,0.2,"2016-05-01",1
201,1,280,0.05,"2016-05-01",1
299,2,281,0.2,"2016-07-05",1
299,1,281,0.05,"2016-07-05",1
267,5,282,0.05,"2016-06-11",1
267,4,282,0.07,"2016-06-11",1
267,3,282,0.1,"2016-06-11",1
267,2,282,0.1,"2016-06-11",1
267,1,282,0.2,"2016-06-11",1
647,2,283,0.1,"2017-01-09",1
647,1,283,0.07,"2017-01-09",1
759,1,284,0.05,"2017-03-07",1
759,2,284,0.07,"2017-03-07",1
1292,1,285,0.07,"2017-12-10",1
1166,1,286,0.07,"2017-10-03",1
1452,4,287,0.07,"2018-03-20",1
1452,1,287,0.1,"2018-03-20",1
1452,2,287,0.2,"2018-03-20",1
1452,3,287,0.05,"2018-03-20",1
146,2,288,0.1,"2016-03-28",1
146,4,288,0.05,"2016-03-28",1
146,1,288,0.2,"2016-03-28",1
146,5,288,0.07,"2016-03-28",1
146,3,288,0.1,"2016-03-28",1
1251,2,289,0.07,"2017-11-17",1
1251,1,289,0.1,"2017-11-17",1
1251,3,289,0.07,"2017-11-17",1
1018,1,290,0.07,"2017-07-22",1
1018,2,290,0.1,"2017-07-22",1
1018,3,290,0.2,"2017-07-22",1
675,2,291,0.05,"2017-01-28",1
675,4,291,0.2,"2017-01-28",1
675,3,291,0.07,"2017-01-28",1
675,1,291,0.05,"2017-01-28",1
1175,1,292,0.07,"2017-10-09",1
1175,5,292,0.05,"2017-10-09",1
1175,4,292,0.05,"2017-10-09",1
1175,3,292,0.05,"2017-10-09",1
