"customer_id","order_id","item_id","quantity","list_price","discount","order_date","rk"
239,1598,3,1,189.99,0.2,"2018-04-29",2
240,421,4,1,2899.99,0.07,"2016-09-05",1
240,421,1,2,469.99,0.07,"2016-09-05",1
240,421,2,2,999.99,0.2,"2016-09-05",1
240,421,3,2,599.99,0.2,"2016-09-05",1
240,421,5,2,299.99,0.2,"2016-09-05",1
240,1582,1,1,599.99,0.07,"2018-04-25",2
240,1582,2,2,1499.99,0.07,"2018-04-25",2
241,475,3,1,499.99,0.2,"2016-10-01",1
241,475,2,2,599.99,0.2,"2016-10-01",1
241,475,1,2,429.0,0.07,"2016-10-01",1
242,918,3,2,2899.99,0.07,"2017-05-30",1
242,918,1,1,349.99,0.2,"2017-05-30",1
242,918,2,1,1632.99,0.1,"2017-05-30",1
243,1236,1,1,1559.99,0.07,"2017-11-08",1
243,1236,3,1,349.99,0.1,"2017-11-08",1
243,1236,2,2,469.99,0.05,"2017-11-08",1
244,1320,3,2,299.99,0.2,"2017-12-28",1
244,1320,2,1,209.99,0.05,"2017-12-28",1
244,1320,1,1,481.99,0.1,"2017-12-28",1
245,680,1,2,1099.99,0.05,"2017-01-29",1
245,680,2,1,3999.99,0.2,"2017-01-29",1
245,680,3,1,5999.99,0.07,"2017-01-29",1
246,828,1,2,499.99,0.2,"2017-04-09",1
246,828,2,1,549.99,0.2,"2017-04-09",1
246,828,3,2,2699.99,0.07,"2017-04-09",1
247,1347,2,1,749.99,0.05,"2018-01-15",1
247,1347,1,2,5299.99,0.07,"2018-01-15",1
248,969,1,1,439.99,0.2,"2017-06-21",1
248,969,2,1,832.99,0.1,"2017-06-21",1
249,786,1,1,761.99,0.05,"2017-03-18",1
250,678,1,2,875.99,0.05,"2017-01-28",1
250,678,2,2,379.99,0.07,"2017-01-28",1
251,161,3,2,3999.99,0.05,"2016-04-04",1
251,161,1,2,549.99,0.07,"2016-04-04",1
251,161,2,1,269.99,0.05,"2016-04-04",1
252,28,3,2,269.99,0.1,"2016-01-19",1
252,28,1,1,1320.99,0.05,"2016-01-19",1
252,28,4,1,469.99,0.05,"2016-01-19",1
252,28,2,2,3999.99,0.2,"2016-01-19",1
253,1358,1,2,899.99,0.2,"2018-01-21",1
254,1138,1,2,269.99,0.05,"2017-09-21",1
254,1138,2,2,533.99,0.05,"2017-09-21",1
254,1138,3,1,209.99,0.1,"2017-09-21",1
255,749,2,1,2499.99,0.05,"2017-03-04",1
255,749,1,1,2999.99,0.2,"2017-03-04",1
255,749,3,1,402.99,0.2,"2017-03-04",1
255,749,4,1,549.99,0.05,"2017-03-04",1
255,749,5,1,4999.99,0.07,"2017-03-04",1
256,1332,1,1,369.99,0.2,"2018-01-06",1
256,1332,2,2,209.99,0.05,"2018-01-06",1
256,1332,3,2,919.99,0.07,"2018-01-06",1
256,1332,4,1,279.99,0.1,"2018-01-06",1
257,1305,1,1,329.99,0.2,"2017-12-17",1
257,1305,2,1,2999.99,0.07,"2017-12-17",1
257,1305,3,1,1680.99,0.05,"2017-12-17",1
257,1305,4,2,349.99,0.05,"2017-12-17",1
258,14,1,1,469.99,0.07,"2016-01-09",1
259,1,5,1,2899.99,0.2,"2016-01-01",1
259,1,4,2,599.99,0.05,"2016-01-01",1
259,1,3,2,1549.0,0.05,"2016-01-01",1
259,1,1,1,599.99,0.2,"2016-01-01",1
259,1,2,2,1799.99,0.07,"2016-01-01",1
260,499,3,2,269.99,0.2,"2016-10-11",1
260,499,2,1,529.99,0.07,"2016-10-11",1
260,499,1,1,1680.99,0.2,"2016-10-11",1
260,499,4,2,599.99,0.1,"2016-10-11",1
261,411,1,1,749.99,0.07,"2016-09-02",1
261,411,2,2,599.99,0.05,"2016-09-02",1
262,1285,3,2,416.99,0.2,"2017-12-04",1
262,1285,1,2,647.99,0.07,"2017-12-04",1
262,1285,4,1,469.99,0.1,"2017-12-04",1
262,1285,2,1,209.99,0.1,"2017-12-04",1
263,1438,4,1,2599.0,0.1,"2018-03-15",1
263,1438,1,1,959.99,0.2,"2018-03-15",1
263,1438,3,2,1099.99,0.05,"2018-03-15",1
263,1438,5,2,2799.99,0.07,"2018-03-15",1
263,1438,2,1,4999.99,0.2,"2018-03-15",1
264,74,2,1,469.99,0.07,"2016-02-13",1
264,74,1,2,599.99,0.05,"2016-02-13",1
265,936,2,1,539.99,0.07,"2017-06-10",1
265,936,1,1,659.99,0.1,"2017-06-10",1
266,1005,3,1,299.99,0.1,"2017-07-15",1
266,1005,2,2,1099.99,0.1,"2017-07-15",1
266,1005,1,2,269.99,0.2,"2017-07-15",1
267,216,1,2,269.99,0.1,"2016-05-11",1
267,216,2,2,599.99,0.05,"2016-05-11",1
268,1104,1,1,429.0,0.1,"2017-09-01",1
268,1104,4,1,761.99,0.07,"2017-09-01",1
268,1104,3,1,5299.99,0.07,"2017-09-01",1
268,1104,2,2,659.99,0.1,"2017-09-01",1
269,1197,4,2,449.99,0.2,"2017-10-21",1
269,1197,3,2,2999.99,0.05,"2017-10-21",1
269,1197,2,2,449.99,0.05,"2017-10-21",1
269,1197,1,1,269.99,0.07,"2017-10-21",1
270,972,2,1,3499.99,0.07,"2017-06-23",1
270,972,1,1,489.99,0.2,"2017-06-23",1
271,101,1,2,549.99,0.2,"2016-03-01",1
272,430,5,1,1799.99,0.2,"2016-09-11",1
272,430,4,2,269.99,0.2,"2016-09-11",1
272,430,3,2,2899.99,0.2,"2016-09-11",1
272,430,2,1,1680.99,0.07,"2016-09-11",1
272,430,1,2,269.99,0.1,"2016-09-11",1
273,1323,3,1,659.99,0.05,"2017-12-31",1
273,1323,2,1,599.99,0.05,"2017-12-31",1
273,1323,1,2,999.99,0.07,"2017-12-31",1
274,329,5,2,599.99,0.05,"2016-07-24",1
274,329,1,2,269.99,0.07,"2016-07-24",1
274,329,2,2,1799.99,0.05,"2016-07-24",1
274,329,3,1,299.99,0.2,"2016-07-24",1
274,329,4,1,429.0,0.07,"2016-07-24",1
275,1124,4,2,869.99,0.05,"2017-09-13",1
275,1124,3,2,416.99,0.07,"2017-09-13",1
275,1124,2,1,469.99,0.1,"2017-09-13",1
275,1124,1,2,3999.99,0.1,"2017-09-13",1
275,1124,5,2,749.99,0.05,"2017-09-13",1
276,86,4,1,529.99,0.1,"2016-02-21",1
276,86,3,2,269.99,0.2,"2016-02-21",1
276,86,2,2,299.99,0.07,"2016-02-21",1
276,86,1,2,2999.99,0.1,"2016-02-21",1
277,61,3,2,1320.99,0.2,"2016-02-06",1
277,61,2,2,529.99,0.05,"2016-02-06",1
277,61,1,1,499.99,0.1,"2016-02-06",1
278,947,3,1,539.99,0.07,"2017-06-15",1
278,947,1,1,469.99,0.05,"2017-06-15",1
278,947,2,2,2299.99,0.07,"2017-06-15",1
279,1287,1,2,999.99,0.2,"2017-12-07",1
279,1287,2,2,3499.99,0.1,"2017-12-07",1
279,1287,3,1,551.99,0.1,"2017-12-07",1
279,1287,4,2,489.99,0.05,"2017-12-07",1
280,201,3,2,269.99,0.1,"2016-05-01",1
280,201,4,1,429.0,0.05,"2016-05-01",1
280,201,2,1,3999.99,0.2,"2016-05-01",1
280,201,1,1,549.99,0.05,"2016-05-01",1
281,299,1,2,1680.99,0.05,"2016-07-05",1
281,299,2,2,1549.0,0.2,"2016-07-05",1
282,267,1,2,269.99,0.2,"2016-06-11",1
282,267,4,2,3999.99,0.07,"2016-06-11",1
282,267,3,1,549.99,0.1,"2016-06-11",1
282,267,2,2,299.99,0.1,"2016-06-11",1
282,267,5,1,269.99,0.05,"2016-06-11",1
283,647,2,1,269.99,0.1,"2017-01-09",1
283,647,1,2,499.99,0.07,"2017-01-09",1
284,759,1,2,209.99,0.05,"2017-03-07",1
284,759,2,1,647.99,0.07,"2017-03-07",1
285,1292,1,1,659.99,0.07,"2017-12-10",1
286,1166,1,2,551.99,0.07,"2017-10-03",1
287,1452,4,2,416.99,0.07,"2018-03-20",1
287,1452,1,2,299.99,0.1,"2018-03-20",1
287,1452,2,1,899.99,0.2,"2018-03-20",1
287,1452,3,2,149.99,0.05,"2018-03-20",1
288,146,1,2,999.99,0.2,"2016-03-28",1
288,146,2,1,549.99,0.1,"2016-03-28",1
288,146,3,2,599.99,0.1,"2016-03-28",1
288,146,4,2,469.99,0.05,"2016-03-28",1
288,146,5,1,749.99,0.07,"2016-03-28",1
289,1251,2,1,5499.99,0.07,"2017-11-17",1
289,1251,1,2,4999.99,0.1,"2017-11-17",1
289,1251,3,1,3999.99,0.07,"2017-11-17",1
290,1018,2,2,349.99,0.1,"2017-07-22",1
290,1018,1,2,299.99,0.07,"2017-07-22",1
290,1018,3,1,349.99,0.2,"2017-07-22",1
291,675,1,1,429.0,0.05,"2017-01-28",1
291,675,2,2,209.99,0.05,"2017-01-28",1
291,675,3,1,449.0,0.07,"2017-01-28",1
291,675,4,1,469.99,0.2,"2017-01-28",1
292,1175,4,1,999.99,0.05,"2017-10-09",1
292,1175,5,1,2999.99,0.05,"2017-10-09",1
292,1175,3,1,599.99,0.05,"2017-10-09",1
292,1175,1,2,4999.99,0.07,"2017-10-09",1
292,1175,2,1,346.99,0.2,"2017-10-09",1
293,1414,2,2,369.99,0.05,"2018-03-03",1
293,1414,1,2,2999.99,0.1,"2018-03-03",1
294,822,2,1,619.99,0.2,"2017-04-06",1
294,822,1,1,749.99,0.05,"2017-04-06",1
295,710,3,2,1499.99,0.2,"2017-02-13",1
295,710,4,1,1999.99,0.2,"2017-02-13",1
295,710,2,2,1559.99,0.2,"2017-02-13",1
295,710,5,1,2499.99,0.05,"2017-02-13",1
295,710,1,1,2299.99,0.05,"2017-02-13",1
296,1450,3,1,559.99,0.2,"2018-03-19",1
296,1450,2,2,3199.99,0.1,"2018-03-19",1
296,1450,1,1,489.99,0.07,"2018-03-19",1
296,1450,4,2,2999.99,0.1,"2018-03-19",1
296,1450,5,2,899.99,0.05,"2018-03-19",1
297,668,1,2,1499.99,0.05,"2017-01-22",1
297,668,2,2,449.0,0.1,"2017-01-22",1
298,566,1,2,549.99,0.07,"2016-11-22",1
298,566,4,2,269.99,0.2,"2016-11-22",1
298,566,3,1,1799.99,0.1,"2016-11-22",1
298,566,2,2,3999.99,0.2,"2016-11-22",1
299,312,1,2,549.99,0.05,"2016-07-13",1
299,312,2,2,269.99,0.07,"2016-07-13",1
299,312,3,2,599.99,0.05,"2016-07-13",1
300,1417,1,2,639.99,0.2,"2018-03-04",1
301,817,1,1,329.99,0.05,"2017-04-04",1
301,817,2,2,533.99,0.07,"2017-04-04",1
301,817,3,2,1499.99,0.05,"2017-04-04",1
302,1473,2,1,489.99,0.07,"2018-03-30",1
302,1473,1,2,109.99,0.2,"2018-03-30",1
303,1242,2,1,999.99,0.07,"2017-11-11",1
303,1242,3,1,1549.0,0.07,"2017-11-11",1
303,1242,4,1,659.99,0.2,"2017-11-11",1
303,1242,1,1,249.99,0.05,"2017-11-11",1
304,478,1,2,269.99,0.07,"2016-10-02",1
305,1085,3,1,439.99,0.1,"2017-08-21",1
305,1085,2,1,489.99,0.1,"2017-08-21",1
305,1085,1,2,250.99,0.2,"2017-08-21",1
306,105,2,1,999.99,0.05,"2016-03-03",1
306,105,3,1,2999.99,0.05,"2016-03-03",1
306,105,1,2,1680.99,0.2,"2016-03-03",1
307,225,2,1,2999.99,0.1,"2016-05-17",1
307,225,1,1,269.99,0.1,"2016-05-17",1
308,1431,1,1,3999.99,0.1,"2018-03-11",1
308,1431,2,1,749.99,0.07,"2018-03-11",1
308,1431,3,1,2999.99,0.2,"2018-03-11",1
308,1431,4,1,749.99,0.07,"2018-03-11",1
309,607,3,1,269.99,0.07,"2016-12-11",1
309,607,2,2,599.99,0.2,"2016-12-11",1
309,607,1,2,1680.99,0.2,"2016-12-11",1
310,1362,1,2,999.99,0.2,"2018-01-23",1
310,1362,2,2,3599.99,0.07,"2018-01-23",1
310,1362,3,2,2899.99,0.2,"2018-01-23",1
311,1312,3,1,599.99,0.07,"2017-12-25",1
311,1312,1,2,250.99,0.05,"2017-12-25",1
311,1312,2,1,269.99,0.2,"2017-12-25",1
312,1375,2,1,2499.99,0.2,"2018-01-30",1
312,1375,1,2,1799.99,0.05,"2018-01-30",1
313,542,3,1,599.99,0.1,"2016-11-04",1
313,542,2,1,2999.99,0.1,"2016-11-04",1
313,542,1,2,599.99,0.2,"2016-11-04",1
313,542,4,2,449.0,0.2,"2016-11-04",1
314,438,1,1,2899.99,0.07,"2016-09-16",1
314,438,4,2,269.99,0.05,"2016-09-16",1
314,438,3,2,1799.99,0.05,"2016-09-16",1
314,438,2,1,269.99,0.1,"2016-09-16",1
315,808,3,1,329.99,0.05,"2017-03-31",1
315,808,2,1,449.0,0.05,"2017-03-31",1
315,808,4,2,449.0,0.05,"2017-03-31",1
315,808,1,2,349.99,0.05,"2017-03-31",1
316,131,3,2,549.99,0.1,"2016-03-19",1
316,131,2,2,2899.99,0.07,"2016-03-19",1
316,131,1,2,269.99,0.2,"2016-03-19",1
317,84,2,2,529.99,0.07,"2016-02-20",1
317,84,1,2,299.99,0.07,"2016-02-20",1
318,1199,3,2,416.99,0.1,"2017-10-23",1
318,1199,2,2,249.99,0.07,"2017-10-23",1
318,1199,1,1,469.99,0.05,"2017-10-23",1
319,285,3,1,749.99,0.1,"2016-06-25",1
319,285,1,2,599.99,0.05,"2016-06-25",1
319,285,2,1,549.99,0.05,"2016-06-25",1
320,1282,2,2,5999.99,0.2,"2017-12-03",1
320,1282,1,1,470.99,0.05,"2017-12-03",1
321,544,1,1,549.99,0.05,"2016-11-06",1
321,544,2,1,429.0,0.1,"2016-11-06",1
321,544,3,1,269.99,0.05,"2016-11-06",1
322,1302,3,2,5499.99,0.07,"2017-12-16",1
322,1302,2,2,599.99,0.1,"2017-12-16",1
322,1302,1,1,549.99,0.05,"2017-12-16",1
323,1388,1,1,2999.99,0.1,"2018-02-09",1
324,7,3,2,429.0,0.1,"2016-01-04",1
324,7,2,1,999.99,0.1,"2016-01-04",1
324,7,1,1,529.99,0.07,"2016-01-04",1
325,1056,1,1,999.99,0.05,"2017-08-12",1
326,1093,1,2,869.99,0.07,"2017-08-25",1
326,1093,2,2,429.0,0.1,"2017-08-25",1
326,1093,3,2,209.99,0.1,"2017-08-25",1
327,120,2,2,469.99,0.05,"2016-03-14",1
327,120,5,2,599.99,0.2,"2016-03-14",1
327,120,1,2,269.99,0.05,"2016-03-14",1
327,120,4,1,429.0,0.05,"2016-03-14",1
327,120,3,2,1549.0,0.05,"2016-03-14",1
328,980,2,1,2999.99,0.1,"2017-06-26",1
328,980,3,1,489.99,0.1,"2017-06-26",1
328,980,1,2,3499.99,0.2,"2017-06-26",1
329,847,1,2,4999.99,0.05,"2017-04-18",1
330,1449,1,1,2299.99,0.07,"2018-03-18",1
330,1449,2,1,2699.99,0.2,"2018-03-18",1
330,1449,3,2,799.99,0.07,"2018-03-18",1
330,1449,4,2,2999.99,0.05,"2018-03-18",1
330,1449,5,2,269.99,0.1,"2018-03-18",1
331,383,1,1,449.0,0.07,"2016-08-20",1
331,383,5,1,269.99,0.1,"2016-08-20",1
331,383,4,2,269.99,0.05,"2016-08-20",1
331,383,3,1,269.99,0.1,"2016-08-20",1
331,383,2,2,269.99,0.05,"2016-08-20",1
332,150,4,2,499.99,0.07,"2016-03-29",1
332,150,3,1,429.0,0.07,"2016-03-29",1
332,150,2,1,999.99,0.2,"2016-03-29",1
332,150,1,1,3999.99,0.1,"2016-03-29",1
333,1244,1,1,869.99,0.2,"2017-11-12",1
333,1244,2,2,549.99,0.07,"2017-11-12",1
333,1244,3,1,469.99,0.07,"2017-11-12",1
333,1244,4,2,379.99,0.1,"2017-11-12",1
334,1117,3,2,6499.99,0.1,"2017-09-08",1
334,1117,2,1,349.99,0.2,"2017-09-08",1
334,1117,1,2,379.99,0.1,"2017-09-08",1
335,752,2,2,1632.99,0.05,"2017-03-05",1
335,752,1,2,549.99,0.05,"2017-03-05",1
336,102,1,1,529.99,0.05,"2016-03-02",1
336,102,2,1,269.99,0.07,"2016-03-02",1
337,373,1,2,1799.99,0.05,"2016-08-16",1
337,373,3,2,449.0,0.2,"2016-08-16",1
337,373,2,1,269.99,0.1,"2016-08-16",1
337,373,5,1,269.99,0.1,"2016-08-16",1
337,373,4,1,549.99,0.1,"2016-08-16",1
338,166,2,1,1680.99,0.2,"2016-04-08",1
338,166,1,2,1549.0,0.1,"2016-04-08",1
339,951,2,2,5299.99,0.1,"2017-06-16",1
339,951,3,2,3499.99,0.2,"2017-06-16",1
339,951,1,1,2599.99,0.1,"2017-06-16",1
340,802,3,1,4999.99,0.1,"2017-03-28",1
340,802,4,1,2499.99,0.05,"2017-03-28",1
340,802,2,2,832.99,0.2,"2017-03-28",1
340,802,1,1,999.99,0.05,"2017-03-28",1
341,538,1,2,749.99,0.2,"2016-11-02",1
342,910,1,1,299.99,0.1,"2017-05-26",1
343,688,1,1,1799.99,0.1,"2017-02-02",1
343,688,2,1,189.99,0.05,"2017-02-02",1
344,663,3,1,249.99,0.05,"2017-01-20",1
344,663,5,1,449.99,0.2,"2017-01-20",1
344,663,4,1,416.99,0.07,"2017-01-20",1
344,663,1,2,1469.99,0.05,"2017-01-20",1
344,663,2,2,429.0,0.2,"2017-01-20",1
345,901,1,1,5999.99,0.2,"2017-05-21",1
345,901,2,1,5299.99,0.07,"2017-05-21",1
346,1243,1,1,539.99,0.07,"2017-11-11",1
347,655,1,1,250.99,0.1,"2017-01-16",1
348,40,2,2,1799.99,0.2,"2016-01-27",1
348,40,1,1,429.0,0.2,"2016-01-27",1
349,657,2,2,3199.99,0.05,"2017-01-17",1
349,657,1,1,875.99,0.05,"2017-01-17",1
350,271,1,2,1680.99,0.07,"2016-06-13",1
350,271,2,2,469.99,0.05,"2016-06-13",1
350,271,3,1,269.99,0.1,"2016-06-13",1
350,271,4,2,3999.99,0.1,"2016-06-13",1
351,1132,1,1,5299.99,0.05,"2017-09-19",1
351,1132,2,1,1549.0,0.1,"2017-09-19",1
351,1132,3,2,832.99,0.1,"2017-09-19",1
351,1132,4,1,599.99,0.05,"2017-09-19",1
352,898,1,2,869.99,0.2,"2017-05-20",1
352,898,2,1,599.99,0.07,"2017-05-20",1
352,898,3,2,1999.99,0.2,"2017-05-20",1
352,898,4,2,416.99,0.07,"2017-05-20",1
353,1022,4,1,1320.99,0.07,"2017-07-23",1
353,1022,1,1,469.99,0.2,"2017-07-23",1
353,1022,3,1,346.99,0.07,"2017-07-23",1
353,1022,2,1,1409.99,0.1,"2017-07-23",1
354,1001,4,1,470.99,0.07,"2017-07-13",1
354,1001,3,1,4999.99,0.1,"2017-07-13",1
354,1001,2,2,869.99,0.05,"2017-07-13",1
354,1001,1,1,619.99,0.05,"2017-07-13",1
355,952,2,1,1999.99,0.05,"2017-06-16",1
355,952,1,2,599.99,0.07,"2017-06-16",1
356,1023,2,2,5299.99,0.1,"2017-07-23",1
356,1023,1,1,349.99,0.07,"2017-07-23",1
357,156,3,1,469.99,0.07,"2016-04-03",1
357,156,2,2,429.0,0.05,"2016-04-03",1
357,156,1,2,449.0,0.2,"2016-04-03",1
358,871,3,2,999.99,0.2,"2017-05-02",1
358,871,1,1,449.99,0.2,"2017-05-02",1
358,871,2,1,549.99,0.1,"2017-05-02",1
358,871,4,2,416.99,0.05,"2017-05-02",1
359,417,1,2,599.99,0.07,"2016-09-04",1
359,417,2,2,469.99,0.07,"2016-09-04",1
360,292,3,2,1549.0,0.05,"2016-06-29",1
360,292,1,2,449.0,0.1,"2016-06-29",1
360,292,2,1,2899.99,0.07,"2016-06-29",1
361,670,4,2,869.99,0.05,"2017-01-24",1
361,670,3,2,481.99,0.2,"2017-01-24",1
361,670,2,1,2499.99,0.07,"2017-01-24",1
361,670,1,1,449.99,0.1,"2017-01-24",1
362,445,3,1,299.99,0.2,"2016-09-19",1
362,445,2,1,599.99,0.07,"2016-09-19",1
362,445,1,1,3999.99,0.2,"2016-09-19",1
363,214,1,1,269.99,0.1,"2016-05-10",1
364,1418,1,2,2499.99,0.2,"2018-03-04",1
364,1418,2,2,679.99,0.05,"2018-03-04",1
365,563,3,2,269.99,0.1,"2016-11-20",1
365,563,2,1,449.0,0.05,"2016-11-20",1
365,563,1,2,469.99,0.1,"2016-11-20",1
366,145,1,1,1680.99,0.2,"2016-03-27",1
366,145,2,2,2999.99,0.1,"2016-03-27",1
367,779,3,1,5299.99,0.2,"2017-03-15",1
367,779,4,1,1799.99,0.2,"2017-03-15",1
367,779,5,1,329.99,0.2,"2017-03-15",1
367,779,1,1,339.99,0.05,"2017-03-15",1
367,779,2,2,209.99,0.2,"2017-03-15",1
368,393,1,2,469.99,0.2,"2016-08-25",1
369,1184,2,1,416.99,0.05,"2017-10-14",1
369,1184,1,2,599.99,0.05,"2017-10-14",1
370,137,2,1,269.99,0.1,"2016-03-23",1
370,137,1,1,299.99,0.07,"2016-03-23",1
371,155,1,1,1799.99,0.1,"2016-04-02",1
372,840,1,1,999.99,0.07,"2017-04-15",1
372,840,3,2,449.99,0.2,"2017-04-15",1
372,840,2,1,5299.99,0.07,"2017-04-15",1
373,364,1,2,499.99,0.05,"2016-08-12",1
374,797,1,1,1680.99,0.07,"2017-03-24",1
374,797,2,1,416.99,0.05,"2017-03-24",1
374,797,3,1,439.99,0.1,"2017-03-24",1
374,797,4,2,3199.99,0.05,"2017-03-24",1
374,797,5,2,3499.99,0.1,"2017-03-24",1
375,1255,2,1,749.99,0.05,"2017-11-19",1
375,1255,3,2,269.99,0.2,"2017-11-19",1
375,1255,4,2,599.99,0.05,"2017-11-19",1
375,1255,1,2,5299.99,0.2,"2017-11-19",1
375,1255,5,1,659.99,0.05,"2017-11-19",1
376,896,1,2,349.99,0.05,"2017-05-19",1
376,896,2,1,1549.0,0.05,"2017-05-19",1
377,511,1,2,269.99,0.05,"2016-10-18",1
377,511,2,1,269.99,0.1,"2016-10-18",1
378,279,1,1,499.99,0.07,"2016-06-21",1
379,1101,1,1,533.99,0.07,"2017-08-29",1
379,1101,2,1,6499.99,0.05,"2017-08-29",1
380,686,2,1,999.99,0.1,"2017-02-01",1
380,686,1,1,599.99,0.2,"2017-02-01",1
380,686,3,2,189.99,0.2,"2017-02-01",1
380,686,4,2,449.0,0.2,"2017-02-01",1
380,686,5,1,481.99,0.2,"2017-02-01",1
381,68,1,2,269.99,0.07,"2016-02-10",1
381,68,2,1,429.0,0.1,"2016-02-10",1
382,720,2,1,469.99,0.1,"2017-02-16",1
382,720,1,1,470.99,0.07,"2017-02-16",1
383,660,1,1,999.99,0.2,"2017-01-18",1
383,660,2,2,2599.99,0.07,"2017-01-18",1
383,660,3,2,5299.99,0.05,"2017-01-18",1
383,660,4,2,999.99,0.2,"2017-01-18",1
384,891,3,2,832.99,0.1,"2017-05-15",1
384,891,2,1,469.99,0.05,"2017-05-15",1
384,891,1,2,416.99,0.1,"2017-05-15",1
384,891,4,1,5999.99,0.1,"2017-05-15",1
385,77,1,1,599.99,0.07,"2016-02-16",1
385,77,2,2,549.99,0.1,"2016-02-16",1
385,77,3,1,599.99,0.2,"2016-02-16",1
385,77,4,1,499.99,0.2,"2016-02-16",1
386,875,2,2,529.99,0.05,"2017-05-05",1
386,875,3,1,269.99,0.07,"2017-05-05",1
386,875,4,1,470.99,0.2,"2017-05-05",1
386,875,1,2,1320.99,0.1,"2017-05-05",1
387,1266,2,1,1499.99,0.2,"2017-11-25",1
387,1266,1,1,209.99,0.2,"2017-11-25",1
388,1113,1,1,449.99,0.07,"2017-09-06",1
389,966,2,1,749.99,0.07,"2017-06-20",1
389,966,1,1,189.99,0.05,"2017-06-20",1
390,188,1,2,3999.99,0.07,"2016-04-22",1
391,746,1,1,299.99,0.1,"2017-03-02",1
392,1478,1,2,489.99,0.1,"2018-03-31",1
392,1478,2,1,999.99,0.2,"2018-03-31",1
393,83,2,2,999.99,0.05,"2016-02-19",1
393,83,1,1,599.99,0.2,"2016-02-19",1
394,872,1,2,3499.99,0.07,"2017-05-03",1
394,872,2,1,749.99,0.1,"2017-05-03",1
395,1454,4,2,549.99,0.05,"2018-03-20",1
395,1454,3,1,1499.0,0.2,"2018-03-20",1
395,1454,2,2,832.99,0.1,"2018-03-20",1
395,1454,1,1,319.99,0.07,"2018-03-20",1
396,404,1,1,2999.99,0.07,"2016-08-31",1
396,404,2,2,499.99,0.05,"2016-08-31",1
396,404,3,2,599.99,0.2,"2016-08-31",1
397,80,1,1,599.99,0.1,"2016-02-17",1
397,80,3,1,429.0,0.2,"2016-02-17",1
397,80,2,1,549.99,0.1,"2016-02-17",1
398,422,1,2,599.99,0.05,"2016-09-06",1
399,446,1,1,269.99,0.2,"2016-09-19",1
399,446,2,2,599.99,0.07,"2016-09-19",1
400,977,1,2,875.99,0.1,"2017-06-26",1
400,977,2,2,416.99,0.05,"2017-06-26",1
400,977,3,1,999.99,0.05,"2017-06-26",1
400,977,4,2,761.99,0.05,"2017-06-26",1
401,502,1,1,269.99,0.05,"2016-10-12",1
402,908,3,2,489.99,0.1,"2017-05-25",1
402,908,2,1,249.99,0.1,"2017-05-25",1
402,908,1,1,1469.99,0.2,"2017-05-25",1
403,124,3,2,3999.99,0.05,"2016-03-16",1
403,124,2,1,2899.99,0.07,"2016-03-16",1
403,124,1,1,599.99,0.05,"2016-03-16",1
404,964,1,1,209.99,0.2,"2017-06-20",1
404,964,2,1,439.99,0.2,"2017-06-20",1
405,1455,1,2,339.99,0.05,"2018-03-20",1
405,1455,2,1,749.99,0.2,"2018-03-20",1
406,833,1,2,599.99,0.05,"2017-04-12",1
407,1029,1,1,599.99,0.2,"2017-07-29",1
407,1029,4,2,449.99,0.1,"2017-07-29",1
407,1029,3,1,4999.99,0.2,"2017-07-29",1
407,1029,2,1,2699.99,0.1,"2017-07-29",1
408,1019,4,2,209.99,0.2,"2017-07-22",1
408,1019,3,1,379.99,0.05,"2017-07-22",1
408,1019,1,1,999.99,0.1,"2017-07-22",1
408,1019,2,1,875.99,0.2,"2017-07-22",1
409,133,1,2,269.99,0.05,"2016-03-20",1
409,133,2,1,269.99,0.2,"2016-03-20",1
410,384,5,1,2899.99,0.2,"2016-08-20",1
410,384,4,1,529.99,0.1,"2016-08-20",1
410,384,3,1,1799.99,0.05,"2016-08-20",1
410,384,2,2,269.99,0.2,"2016-08-20",1
410,384,1,1,599.99,0.1,"2016-08-20",1
411,274,2,2,499.99,0.1,"2016-06-17",1
411,274,3,2,2999.99,0.07,"2016-06-17",1
411,274,1,2,1680.99,0.05,"2016-06-17",1
412,1077,1,2,1559.99,0.05,"2017-08-19",1
413,259,1,1,599.99,0.05,"2016-06-06",1
413,259,2,2,469.99,0.1,"2016-06-06",1
413,259,3,2,749.99,0.2,"2016-06-06",1
413,259,4,1,2899.99,0.1,"2016-06-06",1
414,90,1,1,999.99,0.1,"2016-02-23",1
414,90,2,1,469.99,0.07,"2016-02-23",1
415,823,1,2,5499.99,0.07,"2017-04-06",1
415,823,2,2,149.99,0.2,"2017-04-06",1
415,823,3,1,1099.99,0.2,"2017-04-06",1
416,409,3,1,269.99,0.05,"2016-09-01",1
416,409,1,1,529.99,0.07,"2016-09-01",1
416,409,2,2,599.99,0.2,"2016-09-01",1
417,703,3,1,619.99,0.2,"2017-02-08",1
417,703,2,2,250.99,0.05,"2017-02-08",1
417,703,4,2,2899.99,0.2,"2017-02-08",1
417,703,1,2,869.99,0.2,"2017-02-08",1
418,1317,1,1,659.99,0.1,"2017-12-27",1
419,994,2,1,869.99,0.2,"2017-07-09",1
419,994,3,1,250.99,0.07,"2017-07-09",1
419,994,1,2,379.99,0.1,"2017-07-09",1
420,805,5,2,469.99,0.05,"2017-03-29",1
420,805,1,1,549.99,0.05,"2017-03-29",1
420,805,2,2,469.99,0.2,"2017-03-29",1
